,Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Primary %,Won Primary,Party Affiliation,Cand_Office,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
597,ROQUE DE LA FUENTE,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,Rep,S,FL,0.0,REP,CHALLENGER,45000.0,45000.0,0.0,0.0,10/02/2018,4925 INDEPENDENCE PARKWAY #195,,TAMPA,FL,33634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,45000.0,0.0,0,0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,04/18/2018
598,ROQUE DE LA FUENTE,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,Rep,S,WA,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DR,SUITE 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
599,ROQUE DE LA FUENTE,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,Rep,S,CA,0.0,REP,CHALLENGER,1410760.98,1440483.88,2343.18,9320065.61,12/31/2018,5440 MOREHOUSE DR STE 4000,,SAN DIEGO,CA,92121.0,0.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,1410694.5,0.0,1410694.5,8.0,0,0,8.48,641739.59,176224.9,497387.84,0.0,86597.55,0.0,86597.55,0.0,0.0,0.0,0.0,38534.0,289758.21,73863037.12,1046.08,0.0,01/01/2017
600,ROQUE DE LA FUENTE,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,Rep,S,DE,0.0,REP,CHALLENGER,15000.0,15000.0,0.0,-4560.0,10/01/2018,5440 MOOREHOUSE DRIVE,APT 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,15000.0,0.0,0,0,0.0,10440.0,0.0,0.0,0.0,4560.0,0.0,4560.0,0.0,0.0,0.0,0.0,0.0,0.0,10440.0,0.0,0.0,06/18/2018
601,ROQUE DE LA FUENTE,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,Rep,S,WY,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOOREHOUSE DRIVE,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
602,ROQUE DE LA FUENTE,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,Rep,S,RI,0.0,REP,CHALLENGER,100000.0,47761.14,52238.86,75000.0,09/30/2018,5440 MOREHOUSE DR SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0,0,0.0,22761.14,0.0,0.0,0.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,22761.14,0.0,0.0,09/05/2018
603,ROQUE DE LA FUENTE,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,Rep,S,MN,0.0,RE,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DRIVE #4000,,SAN DIEGO,MN,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
604,ROQUE DE LA FUENTE,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,Rep,S,VT,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,544O MOREHOUSE DRIVE SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
605,ROQUE DE LA FUENTE,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,Rep,S,FL,0.0,REP,CHALLENGER,45000.0,45000.0,0.0,0.0,10/02/2018,4925 INDEPENDENCE PARKWAY #195,,TAMPA,FL,33634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,45000.0,0.0,0,0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,04/18/2018
606,ROQUE DE LA FUENTE,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,Rep,S,WA,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DR,SUITE 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
607,ROQUE DE LA FUENTE,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,Rep,S,CA,0.0,REP,CHALLENGER,1410760.98,1440483.88,2343.18,9320065.61,12/31/2018,5440 MOREHOUSE DR STE 4000,,SAN DIEGO,CA,92121.0,0.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,1410694.5,0.0,1410694.5,8.0,0,0,8.48,641739.59,176224.9,497387.84,0.0,86597.55,0.0,86597.55,0.0,0.0,0.0,0.0,38534.0,289758.21,73863037.12,1046.08,0.0,01/01/2017
608,ROQUE DE LA FUENTE,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,Rep,S,DE,0.0,REP,CHALLENGER,15000.0,15000.0,0.0,-4560.0,10/01/2018,5440 MOOREHOUSE DRIVE,APT 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,15000.0,0.0,0,0,0.0,10440.0,0.0,0.0,0.0,4560.0,0.0,4560.0,0.0,0.0,0.0,0.0,0.0,0.0,10440.0,0.0,0.0,06/18/2018
609,ROQUE DE LA FUENTE,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,Rep,S,WY,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOOREHOUSE DRIVE,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
610,ROQUE DE LA FUENTE,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,Rep,S,RI,0.0,REP,CHALLENGER,100000.0,47761.14,52238.86,75000.0,09/30/2018,5440 MOREHOUSE DR SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0,0,0.0,22761.14,0.0,0.0,0.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,22761.14,0.0,0.0,09/05/2018
611,ROQUE DE LA FUENTE,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,Rep,S,MN,0.0,RE,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DRIVE #4000,,SAN DIEGO,MN,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
612,ROQUE DE LA FUENTE,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,Rep,S,VT,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,544O MOREHOUSE DRIVE SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
613,ROQUE DE LA FUENTE,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,Rep,S,FL,0.0,REP,CHALLENGER,45000.0,45000.0,0.0,0.0,10/02/2018,4925 INDEPENDENCE PARKWAY #195,,TAMPA,FL,33634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,45000.0,0.0,0,0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,04/18/2018
614,ROQUE DE LA FUENTE,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,Rep,S,WA,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DR,SUITE 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
615,ROQUE DE LA FUENTE,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,Rep,S,CA,0.0,REP,CHALLENGER,1410760.98,1440483.88,2343.18,9320065.61,12/31/2018,5440 MOREHOUSE DR STE 4000,,SAN DIEGO,CA,92121.0,0.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,1410694.5,0.0,1410694.5,8.0,0,0,8.48,641739.59,176224.9,497387.84,0.0,86597.55,0.0,86597.55,0.0,0.0,0.0,0.0,38534.0,289758.21,73863037.12,1046.08,0.0,01/01/2017
616,ROQUE DE LA FUENTE,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,Rep,S,DE,0.0,REP,CHALLENGER,15000.0,15000.0,0.0,-4560.0,10/01/2018,5440 MOOREHOUSE DRIVE,APT 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,15000.0,0.0,0,0,0.0,10440.0,0.0,0.0,0.0,4560.0,0.0,4560.0,0.0,0.0,0.0,0.0,0.0,0.0,10440.0,0.0,0.0,06/18/2018
617,ROQUE DE LA FUENTE,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,Rep,S,WY,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOOREHOUSE DRIVE,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
618,ROQUE DE LA FUENTE,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,5.9,No,Rep,S,RI,0.0,REP,CHALLENGER,100000.0,47761.14,52238.86,75000.0,09/30/2018,5440 MOREHOUSE DR SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0,0,0.0,22761.14,0.0,0.0,0.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,22761.14,0.0,0.0,09/05/2018
619,ROQUE DE LA FUENTE,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,5.9,No,Rep,S,MN,0.0,RE,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DRIVE #4000,,SAN DIEGO,MN,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
620,ROQUE DE LA FUENTE,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,5.9,No,Rep,S,VT,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,544O MOREHOUSE DRIVE SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
621,ROQUE DE LA FUENTE,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,5.9,No,Rep,S,FL,0.0,REP,CHALLENGER,45000.0,45000.0,0.0,0.0,10/02/2018,4925 INDEPENDENCE PARKWAY #195,,TAMPA,FL,33634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,45000.0,0.0,0,0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,04/18/2018
622,ROQUE DE LA FUENTE,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,5.9,No,Rep,S,WA,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DR,SUITE 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
623,ROQUE DE LA FUENTE,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,5.9,No,Rep,S,CA,0.0,REP,CHALLENGER,1410760.98,1440483.88,2343.18,9320065.61,12/31/2018,5440 MOREHOUSE DR STE 4000,,SAN DIEGO,CA,92121.0,0.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,1410694.5,0.0,1410694.5,8.0,0,0,8.48,641739.59,176224.9,497387.84,0.0,86597.55,0.0,86597.55,0.0,0.0,0.0,0.0,38534.0,289758.21,73863037.12,1046.08,0.0,01/01/2017
624,ROQUE DE LA FUENTE,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,5.9,No,Rep,S,DE,0.0,REP,CHALLENGER,15000.0,15000.0,0.0,-4560.0,10/01/2018,5440 MOOREHOUSE DRIVE,APT 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,15000.0,0.0,0,0,0.0,10440.0,0.0,0.0,0.0,4560.0,0.0,4560.0,0.0,0.0,0.0,0.0,0.0,0.0,10440.0,0.0,0.0,06/18/2018
625,ROQUE DE LA FUENTE,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,5.9,No,Rep,S,WY,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOOREHOUSE DRIVE,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
626,ROQUE DE LA FUENTE,RI,U.S. Senate Rhode Island,Senator,Regular,9/12/18,Lost,None,None,12.3,No,Rep,S,RI,0.0,REP,CHALLENGER,100000.0,47761.14,52238.86,75000.0,09/30/2018,5440 MOREHOUSE DR SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0,0,0.0,22761.14,0.0,0.0,0.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,22761.14,0.0,0.0,09/05/2018
627,ROQUE DE LA FUENTE,RI,U.S. Senate Rhode Island,Senator,Regular,9/12/18,Lost,None,None,12.3,No,Rep,S,MN,0.0,RE,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DRIVE #4000,,SAN DIEGO,MN,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
628,ROQUE DE LA FUENTE,RI,U.S. Senate Rhode Island,Senator,Regular,9/12/18,Lost,None,None,12.3,No,Rep,S,VT,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,544O MOREHOUSE DRIVE SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
629,ROQUE DE LA FUENTE,RI,U.S. Senate Rhode Island,Senator,Regular,9/12/18,Lost,None,None,12.3,No,Rep,S,FL,0.0,REP,CHALLENGER,45000.0,45000.0,0.0,0.0,10/02/2018,4925 INDEPENDENCE PARKWAY #195,,TAMPA,FL,33634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,45000.0,0.0,0,0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,04/18/2018
630,ROQUE DE LA FUENTE,RI,U.S. Senate Rhode Island,Senator,Regular,9/12/18,Lost,None,None,12.3,No,Rep,S,WA,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DR,SUITE 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
631,ROQUE DE LA FUENTE,RI,U.S. Senate Rhode Island,Senator,Regular,9/12/18,Lost,None,None,12.3,No,Rep,S,CA,0.0,REP,CHALLENGER,1410760.98,1440483.88,2343.18,9320065.61,12/31/2018,5440 MOREHOUSE DR STE 4000,,SAN DIEGO,CA,92121.0,0.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,1410694.5,0.0,1410694.5,8.0,0,0,8.48,641739.59,176224.9,497387.84,0.0,86597.55,0.0,86597.55,0.0,0.0,0.0,0.0,38534.0,289758.21,73863037.12,1046.08,0.0,01/01/2017
632,ROQUE DE LA FUENTE,RI,U.S. Senate Rhode Island,Senator,Regular,9/12/18,Lost,None,None,12.3,No,Rep,S,DE,0.0,REP,CHALLENGER,15000.0,15000.0,0.0,-4560.0,10/01/2018,5440 MOOREHOUSE DRIVE,APT 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,15000.0,0.0,0,0,0.0,10440.0,0.0,0.0,0.0,4560.0,0.0,4560.0,0.0,0.0,0.0,0.0,0.0,0.0,10440.0,0.0,0.0,06/18/2018
633,ROQUE DE LA FUENTE,RI,U.S. Senate Rhode Island,Senator,Regular,9/12/18,Lost,None,None,12.3,No,Rep,S,WY,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOOREHOUSE DRIVE,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
634,ROQUE DE LA FUENTE,VT,U.S. Senate Vermont,Senator,Regular,8/14/18,Lost,None,None,4.2,No,Rep,S,RI,0.0,REP,CHALLENGER,100000.0,47761.14,52238.86,75000.0,09/30/2018,5440 MOREHOUSE DR SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0,0,0.0,22761.14,0.0,0.0,0.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,22761.14,0.0,0.0,09/05/2018
635,ROQUE DE LA FUENTE,VT,U.S. Senate Vermont,Senator,Regular,8/14/18,Lost,None,None,4.2,No,Rep,S,MN,0.0,RE,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DRIVE #4000,,SAN DIEGO,MN,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
636,ROQUE DE LA FUENTE,VT,U.S. Senate Vermont,Senator,Regular,8/14/18,Lost,None,None,4.2,No,Rep,S,VT,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,544O MOREHOUSE DRIVE SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
637,ROQUE DE LA FUENTE,VT,U.S. Senate Vermont,Senator,Regular,8/14/18,Lost,None,None,4.2,No,Rep,S,FL,0.0,REP,CHALLENGER,45000.0,45000.0,0.0,0.0,10/02/2018,4925 INDEPENDENCE PARKWAY #195,,TAMPA,FL,33634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,45000.0,0.0,0,0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,04/18/2018
638,ROQUE DE LA FUENTE,VT,U.S. Senate Vermont,Senator,Regular,8/14/18,Lost,None,None,4.2,No,Rep,S,WA,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DR,SUITE 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
639,ROQUE DE LA FUENTE,VT,U.S. Senate Vermont,Senator,Regular,8/14/18,Lost,None,None,4.2,No,Rep,S,CA,0.0,REP,CHALLENGER,1410760.98,1440483.88,2343.18,9320065.61,12/31/2018,5440 MOREHOUSE DR STE 4000,,SAN DIEGO,CA,92121.0,0.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,1410694.5,0.0,1410694.5,8.0,0,0,8.48,641739.59,176224.9,497387.84,0.0,86597.55,0.0,86597.55,0.0,0.0,0.0,0.0,38534.0,289758.21,73863037.12,1046.08,0.0,01/01/2017
640,ROQUE DE LA FUENTE,VT,U.S. Senate Vermont,Senator,Regular,8/14/18,Lost,None,None,4.2,No,Rep,S,DE,0.0,REP,CHALLENGER,15000.0,15000.0,0.0,-4560.0,10/01/2018,5440 MOOREHOUSE DRIVE,APT 4000,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,15000.0,0.0,0,0,0.0,10440.0,0.0,0.0,0.0,4560.0,0.0,4560.0,0.0,0.0,0.0,0.0,0.0,0.0,10440.0,0.0,0.0,06/18/2018
641,ROQUE DE LA FUENTE,VT,U.S. Senate Vermont,Senator,Regular,8/14/18,Lost,None,None,4.2,No,Rep,S,WY,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOOREHOUSE DRIVE,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
642,ROQUE DE LA FUENTE,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,0.83,No,Rep,S,RI,0.0,REP,CHALLENGER,100000.0,47761.14,52238.86,75000.0,09/30/2018,5440 MOREHOUSE DR SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0,0,0.0,22761.14,0.0,0.0,0.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,22761.14,0.0,0.0,09/05/2018
643,ROQUE DE LA FUENTE,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,0.83,No,Rep,S,MN,0.0,RE,CHALLENGER,0.0,0.0,0.0,0.0,,5440 MOREHOUSE DRIVE #4000,,SAN DIEGO,MN,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
644,ROQUE DE LA FUENTE,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,0.83,No,Rep,S,VT,0.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,544O MOREHOUSE DRIVE SUITE 4000,,SAN DIEGO,CA,92121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
645,ROQUE DE LA FUENTE,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,0.83,No,Rep,S,FL,0.0,REP,CHALLENGER,45000.0,45000.0,0.0,0.0,10/02/2018,4925 INDEPENDENCE PARKWAY #195,,TAMPA,FL,33634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,45000.0,0.0,0,0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,04/18/2018
